"rt","accuracy","targetType","difficulty","n","observer","targPresent"
0.83,1,"tex","easy",0,"5",1
1.007,1,"tex","mid",1,"5",1
2.185,1,"tex","hard",2,"5",0
0.77,1,"tex","mid",3,"5",0
0.664,1,"tex","easy",4,"5",1
1.388,1,"tex","easy",5,"5",0
4.43,0,"tex","hard",6,"5",1
1.388,1,"tex","mid",7,"5",0
0.962,1,"tex","mid",8,"5",1
0.859,1,"tex","easy",9,"5",0
0.76,1,"tex","easy",10,"5",1
2.974,1,"tex","hard",11,"5",0
0.773,1,"tex","mid",12,"5",0
1.189,1,"tex","mid",13,"5",1
2.076,1,"tex","hard",14,"5",0
1.122,1,"tex","mid",15,"5",1
0.681,1,"tex","easy",16,"5",1
1.12,1,"tex","easy",17,"5",0
1.117,1,"tex","easy",18,"5",0
1.266,1,"tex","mid",19,"5",1
2.791,1,"tex","hard",20,"5",0
1.131,1,"tex","easy",21,"5",1
1.019,1,"tex","easy",22,"5",0
0.909,1,"tex","easy",23,"5",1
0.951,1,"tex","mid",24,"5",1
0.742,1,"tex","mid",25,"5",1
0.693,1,"tex","mid",26,"5",1
0.575,1,"tex","mid",27,"5",1
1.155,1,"tex","easy",28,"5",0
6.174,1,"tex","hard",29,"5",0
2.842,1,"tex","hard",30,"5",0
0.7,1,"tex","easy",31,"5",1
0.622,1,"tex","easy",32,"5",1
1.672,1,"tex","easy",33,"5",0
1.9,0,"tex","hard",34,"5",1
1.062,1,"tex","mid",35,"5",1
0.708,1,"tex","hard",36,"5",1
0.904,1,"tex","easy",37,"5",0
0.663,1,"tex","easy",38,"5",1
0.569,0,"tex","mid",39,"5",0
3.602,0,"tex","hard",40,"5",1
0.993,1,"tex","hard",41,"5",1
3.275,1,"tex","hard",42,"5",0
1.72,1,"tex","hard",43,"5",0
1.802,1,"tex","hard",44,"5",0
0.944,1,"tex","easy",45,"5",1
2.293,0,"tex","hard",46,"5",1
1.126,1,"tex","mid",47,"5",0
0.892,1,"tex","easy",48,"5",0
0.932,1,"tex","mid",49,"5",0
0.918,1,"tex","hard",50,"5",1
0.709,1,"tex","mid",51,"5",1
1.048,1,"tex","mid",52,"5",0
0.877,1,"tex","easy",53,"5",0
2.26,0,"tex","hard",54,"5",1
2.044,1,"tex","hard",55,"5",0
1.013,1,"tex","mid",56,"5",0
2.371,1,"tex","hard",57,"5",0
2.436,0,"tex","hard",58,"5",1
1.854,0,"tex","hard",59,"5",1
1.626,1,"tex","mid",60,"5",0
1.19,1,"tex","easy",61,"5",0
1.289,1,"tex","easy",62,"5",0
2.089,1,"tex","mid",63,"5",0
1.166,1,"tex","mid",64,"5",0
1.153,1,"tex","easy",65,"5",1
1.101,1,"tex","hard",66,"5",1
1.997,1,"tex","mid",67,"5",1
1.081,1,"tex","mid",68,"5",1
1.001,1,"tex","easy",69,"5",0
2.076,1,"tex","mid",70,"5",0
0.907,1,"tex","mid",71,"5",1
0.956,1,"tex","easy",72,"5",1
0.839,1,"tex","hard",73,"5",1
1.6,1,"tex","hard",74,"5",1
3.54,1,"tex","hard",75,"5",0
0.86,1,"tex","mid",76,"5",0
0.796,1,"tex","easy",77,"5",0
1.062,1,"tex","mid",78,"5",0
1.564,1,"tex","hard",79,"5",0
2.191,1,"tex","mid",80,"5",0
2.243,1,"tex","hard",81,"5",0
0.897,1,"tex","easy",82,"5",0
2.634,1,"tex","hard",83,"5",0
0.912,1,"tex","mid",84,"5",1
0.934,1,"tex","easy",85,"5",0
8.75,1,"tex","hard",86,"5",0
0.864,1,"tex","mid",87,"5",1
5.311,1,"tex","hard",88,"5",0
1.022,1,"tex","easy",89,"5",0
0.832,1,"tex","mid",90,"5",0
1.228,1,"tex","hard",91,"5",1
2.169,1,"tex","mid",92,"5",0
1.508,1,"tex","easy",93,"5",1
4.023,1,"tex","hard",94,"5",0
1.235,1,"tex","hard",95,"5",0
1.584,1,"tex","mid",96,"5",1
0.652,1,"tex","easy",97,"5",1
0.712,1,"tex","easy",98,"5",1
2.774,1,"tex","hard",99,"5",0
0.846,1,"tex","easy",100,"5",0
0.795,1,"tex","mid",101,"5",1
0.893,1,"tex","easy",102,"5",0
1.976,0,"tex","hard",103,"5",1
0.792,1,"tex","mid",104,"5",1
0.636,1,"tex","easy",105,"5",1
3.111,1,"tex","hard",106,"5",0
0.712,1,"tex","easy",107,"5",1
2.651,1,"tex","mid",108,"5",0
0.947,1,"tex","mid",109,"5",1
0.644,1,"tex","easy",110,"5",1
0.89,1,"tex","easy",111,"5",0
0.801,1,"tex","hard",112,"5",1
1.453,1,"tex","hard",113,"5",1
1.101,1,"tex","easy",114,"5",1
1.494,1,"tex","mid",115,"5",0
0.686,1,"tex","easy",116,"5",1
1.39,1,"tex","hard",117,"5",1
1.002,1,"tex","mid",118,"5",1
4.122,1,"tex","hard",119,"5",0
0.733,0,"tex","mid",120,"5",0
0.721,1,"tex","easy",121,"5",1
2.321,0,"tex","hard",122,"5",1
1.585,0,"tex","mid",123,"5",1
0.978,1,"tex","hard",124,"5",1
3.556,1,"tex","hard",125,"5",0
1.367,1,"tex","mid",126,"5",0
1.289,1,"tex","easy",127,"5",1
3.902,1,"tex","hard",128,"5",1
0.804,1,"tex","mid",129,"5",1
0.656,1,"tex","mid",130,"5",1
2.455,1,"tex","mid",131,"5",0
0.809,1,"tex","easy",132,"5",1
0.738,1,"tex","easy",133,"5",0
0.494,1,"tex","easy",134,"5",1
4.273,0,"tex","hard",135,"5",1
1.301,1,"tex","hard",136,"5",1
1.583,1,"tex","hard",137,"5",0
1.239,1,"tex","hard",138,"5",1
1.769,1,"tex","easy",139,"5",0
1.12,1,"tex","mid",140,"5",1
1.965,1,"tex","mid",141,"5",0
1.532,1,"tex","easy",142,"5",0
0.917,1,"tex","hard",143,"5",1
1.653,1,"tex","easy",144,"5",0
0.967,1,"tex","easy",145,"5",0
1.969,1,"tex","hard",146,"5",0
1.043,1,"tex","mid",147,"5",0
1.524,1,"tex","mid",148,"5",0
0.808,1,"tex","easy",149,"5",1
0.736,1,"lines","easy",0,"5",1
2.404,1,"lines","hard",1,"5",0
1.782,1,"lines","mid",2,"5",0
1.219,0,"lines","hard",3,"5",1
0.833,1,"lines","mid",4,"5",0
0.778,1,"lines","mid",5,"5",1
0.768,1,"lines","mid",6,"5",0
0.702,1,"lines","easy",7,"5",1
0.598,1,"lines","easy",8,"5",1
0.902,1,"lines","hard",9,"5",1
0.559,1,"lines","easy",10,"5",1
1.107,1,"lines","mid",11,"5",0
0.564,1,"lines","easy",12,"5",1
0.591,1,"lines","mid",13,"5",1
0.814,1,"lines","easy",14,"5",0
1.47,1,"lines","mid",15,"5",1
0.719,1,"lines","easy",16,"5",1
0.587,1,"lines","easy",17,"5",1
0.55,1,"lines","mid",18,"5",1
1.028,1,"lines","hard",19,"5",1
0.874,1,"lines","easy",20,"5",0
0.707,1,"lines","easy",21,"5",0
0.734,1,"lines","mid",22,"5",0
2.017,1,"lines","hard",23,"5",0
1.631,0,"lines","hard",24,"5",1
0.965,1,"lines","hard",25,"5",1
2.864,1,"lines","hard",26,"5",0
0.69,1,"lines","mid",27,"5",0
2.641,1,"lines","hard",28,"5",1
2.525,0,"lines","hard",29,"5",1
0.732,1,"lines","mid",30,"5",1
1.976,0,"lines","hard",31,"5",1
1.556,1,"lines","mid",32,"5",1
0.56,1,"lines","easy",33,"5",1
0.736,1,"lines","easy",34,"5",0
2.681,1,"lines","hard",35,"5",0
0.727,1,"lines","easy",36,"5",0
0.859,1,"lines","mid",37,"5",0
0.649,1,"lines","easy",38,"5",1
2.335,0,"lines","hard",39,"5",1
2.861,0,"lines","hard",40,"5",1
0.622,1,"lines","easy",41,"5",0
0.766,1,"lines","mid",42,"5",0
0.697,1,"lines","easy",43,"5",1
0.79,1,"lines","mid",44,"5",1
0.749,1,"lines","easy",45,"5",0
0.723,1,"lines","mid",46,"5",1
2.019,1,"lines","hard",47,"5",0
0.741,1,"lines","easy",48,"5",0
0.615,1,"lines","easy",49,"5",1
0.653,1,"lines","easy",50,"5",1
0.688,1,"lines","easy",51,"5",0
0.596,1,"lines","easy",52,"5",1
0.609,1,"lines","easy",53,"5",1
1.902,1,"lines","mid",54,"5",0
0.81,1,"lines","mid",55,"5",1
2.198,1,"lines","hard",56,"5",0
1.712,0,"lines","hard",57,"5",1
1.022,1,"lines","mid",58,"5",0
0.798,1,"lines","easy",59,"5",1
2.899,1,"lines","hard",60,"5",0
1.521,1,"lines","hard",61,"5",0
0.793,1,"lines","mid",62,"5",1
0.646,1,"lines","easy",63,"5",1
0.682,1,"lines","easy",64,"5",1
0.816,1,"lines","easy",65,"5",0
0.676,1,"lines","easy",66,"5",0
0.6,1,"lines","easy",67,"5",0
0.65,1,"lines","mid",68,"5",0
0.733,1,"lines","easy",69,"5",1
0.71,1,"lines","easy",70,"5",0
2.704,1,"lines","hard",71,"5",0
2.062,1,"lines","hard",72,"5",0
1.721,1,"lines","hard",73,"5",1
1.008,1,"lines","mid",74,"5",0
0.638,1,"lines","mid",75,"5",1
0.668,1,"lines","easy",76,"5",0
0.622,0,"lines","easy",77,"5",0
0.631,1,"lines","mid",78,"5",0
0.696,1,"lines","mid",79,"5",1
1.273,0,"lines","hard",80,"5",1
0.591,1,"lines","easy",81,"5",1
0.86,1,"lines","mid",82,"5",1
1.327,1,"lines","mid",83,"5",0
1.583,1,"lines","hard",84,"5",0
1.485,1,"lines","mid",85,"5",0
1.216,1,"lines","hard",86,"5",0
0.638,1,"lines","mid",87,"5",1
0.976,1,"lines","mid",88,"5",0
0.888,0,"lines","mid",89,"5",1
1.602,0,"lines","hard",90,"5",1
0.82,1,"lines","hard",91,"5",1
1.145,1,"lines","mid",92,"5",0
0.769,1,"lines","easy",93,"5",1
1.73,1,"lines","mid",94,"5",1
1.292,1,"lines","mid",95,"5",0
1.726,1,"lines","hard",96,"5",0
1.948,1,"lines","hard",97,"5",0
0.695,1,"lines","mid",98,"5",1
1.069,1,"lines","hard",99,"5",0
0.809,1,"lines","mid",100,"5",0
0.755,1,"lines","easy",101,"5",0
0.6,1,"lines","easy",102,"5",0
0.566,1,"lines","easy",103,"5",0
1.16,1,"lines","hard",104,"5",1
0.578,1,"lines","hard",105,"5",1
2.203,1,"lines","hard",106,"5",0
0.725,1,"lines","easy",107,"5",0
0.55,1,"lines","mid",108,"5",0
0.706,1,"lines","mid",109,"5",1
0.586,1,"lines","easy",110,"5",0
1.276,1,"lines","mid",111,"5",1
0.693,1,"lines","hard",112,"5",1
2.547,1,"lines","hard",113,"5",0
2.108,1,"lines","hard",114,"5",1
0.744,1,"lines","easy",115,"5",0
0.755,1,"lines","easy",116,"5",0
1.343,1,"lines","hard",117,"5",0
1.131,1,"lines","hard",118,"5",1
1.123,1,"lines","hard",119,"5",1
1.944,1,"lines","hard",120,"5",1
0.608,1,"lines","easy",121,"5",1
2.857,1,"lines","hard",122,"5",0
0.713,1,"lines","easy",123,"5",1
0.64,1,"lines","mid",124,"5",0
0.709,1,"lines","mid",125,"5",1
2.063,1,"lines","hard",126,"5",1
0.733,1,"lines","hard",127,"5",1
1.529,1,"lines","mid",128,"5",1
0.629,1,"lines","mid",129,"5",1
5.367,1,"lines","mid",130,"5",0
4.573,1,"lines","hard",131,"5",0
0.695,1,"lines","easy",132,"5",1
2.391,1,"lines","hard",133,"5",0
0.863,1,"lines","easy",134,"5",1
0.612,1,"lines","easy",135,"5",1
2.712,1,"lines","hard",136,"5",0
2.141,1,"lines","hard",137,"5",0
2.472,1,"lines","mid",138,"5",0
0.725,1,"lines","mid",139,"5",1
0.676,1,"lines","easy",140,"5",0
0.623,1,"lines","mid",141,"5",0
0.517,1,"lines","easy",142,"5",0
2.629,1,"lines","hard",143,"5",0
0.668,1,"lines","easy",144,"5",0
0.707,1,"lines","hard",145,"5",1
0.699,1,"lines","mid",146,"5",1
1.385,1,"lines","mid",147,"5",0
0.624,1,"lines","mid",148,"5",1
1.567,1,"lines","hard",149,"5",0
1.178,1,"greenVertical","mid",0,"5",1
1.904,1,"greenVertical","hard",1,"5",1
1.022,1,"greenVertical","easy",2,"5",0
2.87,1,"greenVertical","hard",3,"5",1
0.975,1,"greenVertical","mid",4,"5",0
2.056,1,"greenVertical","hard",5,"5",0
0.879,1,"greenVertical","hard",6,"5",1
1.715,1,"greenVertical","hard",7,"5",0
2.025,1,"greenVertical","hard",8,"5",1
0.881,1,"greenVertical","mid",9,"5",1
1.651,1,"greenVertical","hard",10,"5",0
1.546,0,"greenVertical","easy",11,"5",1
1.091,1,"greenVertical","easy",12,"5",1
1.651,1,"greenVertical","hard",13,"5",0
1.324,1,"greenVertical","easy",14,"5",1
0.75,1,"greenVertical","mid",15,"5",1
1.508,1,"greenVertical","hard",16,"5",0
1.387,1,"greenVertical","hard",17,"5",1
1.174,1,"greenVertical","mid",18,"5",0
1.039,1,"greenVertical","easy",19,"5",0
1.393,1,"greenVertical","hard",20,"5",1
1.709,1,"greenVertical","hard",21,"5",0
2.196,1,"greenVertical","hard",22,"5",0
0.789,1,"greenVertical","easy",23,"5",1
0.841,1,"greenVertical","mid",24,"5",1
1.337,1,"greenVertical","easy",25,"5",1
1.271,1,"greenVertical","easy",26,"5",1
0.75,1,"greenVertical","mid",27,"5",1
1.128,1,"greenVertical","easy",28,"5",0
1.625,1,"greenVertical","hard",29,"5",0
0.736,1,"greenVertical","mid",30,"5",1
2.534,1,"greenVertical","hard",31,"5",0
1.912,1,"greenVertical","hard",32,"5",0
1.065,1,"greenVertical","easy",33,"5",0
0.766,1,"greenVertical","easy",34,"5",1
0.726,1,"greenVertical","mid",35,"5",1
1.281,1,"greenVertical","easy",36,"5",1
0.663,1,"greenVertical","hard",37,"5",1
0.772,1,"greenVertical","mid",38,"5",1
0.633,1,"greenVertical","hard",39,"5",1
1.53,1,"greenVertical","mid",40,"5",0
2.529,1,"greenVertical","hard",41,"5",0
1.148,1,"greenVertical","easy",42,"5",1
0.911,1,"greenVertical","easy",43,"5",1
0.977,1,"greenVertical","hard",44,"5",1
1.565,1,"greenVertical","easy",45,"5",1
1.786,1,"greenVertical","hard",46,"5",0
1.343,1,"greenVertical","easy",47,"5",0
1.052,1,"greenVertical","hard",48,"5",1
0.843,1,"greenVertical","easy",49,"5",0
1.351,1,"greenVertical","mid",50,"5",0
0.749,1,"greenVertical","easy",51,"5",0
0.944,1,"greenVertical","mid",52,"5",1
1.599,1,"greenVertical","easy",53,"5",1
1.184,1,"greenVertical","hard",54,"5",1
1.362,1,"greenVertical","hard",55,"5",1
0.954,1,"greenVertical","mid",56,"5",1
0.701,1,"greenVertical","mid",57,"5",1
0.759,1,"greenVertical","easy",58,"5",1
0.92,1,"greenVertical","easy",59,"5",1
0.871,1,"greenVertical","mid",60,"5",0
1.444,1,"greenVertical","hard",61,"5",0
1.799,0,"greenVertical","hard",62,"5",1
1.877,1,"greenVertical","hard",63,"5",0
0.735,1,"greenVertical","hard",64,"5",1
0.831,1,"greenVertical","hard",65,"5",1
1.065,1,"greenVertical","easy",66,"5",0
0.671,0,"greenVertical","easy",67,"5",1
0.909,1,"greenVertical","easy",68,"5",0
1.234,1,"greenVertical","mid",69,"5",0
1.077,1,"greenVertical","mid",70,"5",0
0.886,1,"greenVertical","easy",71,"5",0
0.823,1,"greenVertical","mid",72,"5",1
0.65,1,"greenVertical","mid",73,"5",1
0.761,1,"greenVertical","mid",74,"5",0
1.945,1,"greenVertical","hard",75,"5",0
1.217,1,"greenVertical","hard",76,"5",1
0.772,1,"greenVertical","mid",77,"5",1
1.369,1,"greenVertical","hard",78,"5",0
1.501,1,"greenVertical","hard",79,"5",1
1.115,1,"greenVertical","easy",80,"5",1
0.724,1,"greenVertical","easy",81,"5",0
1.541,0,"greenVertical","hard",82,"5",1
0.941,1,"greenVertical","mid",83,"5",0
1.111,1,"greenVertical","easy",84,"5",0
0.833,1,"greenVertical","mid",85,"5",1
0.887,1,"greenVertical","mid",86,"5",0
0.749,1,"greenVertical","mid",87,"5",0
0.766,0,"greenVertical","easy",88,"5",1
0.86,1,"greenVertical","mid",89,"5",1
0.98,1,"greenVertical","easy",90,"5",0
1.604,1,"greenVertical","hard",91,"5",0
0.71,1,"greenVertical","easy",92,"5",1
0.918,1,"greenVertical","mid",93,"5",1
0.859,1,"greenVertical","easy",94,"5",0
0.904,1,"greenVertical","mid",95,"5",0
1.137,1,"greenVertical","mid",96,"5",1
1.719,1,"greenVertical","hard",97,"5",0
0.85,1,"greenVertical","easy",98,"5",0
0.793,1,"greenVertical","mid",99,"5",0
0.908,1,"greenVertical","mid",100,"5",0
0.713,1,"greenVertical","easy",101,"5",0
1.206,1,"greenVertical","easy",102,"5",0
0.793,1,"greenVertical","mid",103,"5",0
0.825,1,"greenVertical","mid",104,"5",0
1.063,1,"greenVertical","easy",105,"5",0
1.515,0,"greenVertical","easy",106,"5",1
1.937,1,"greenVertical","hard",107,"5",0
1.236,0,"greenVertical","hard",108,"5",1
1.29,1,"greenVertical","mid",109,"5",0
1.172,1,"greenVertical","easy",110,"5",0
1.936,1,"greenVertical","mid",111,"5",0
1.789,1,"greenVertical","hard",112,"5",0
0.798,1,"greenVertical","mid",113,"5",0
1.043,1,"greenVertical","mid",114,"5",1
1.669,1,"greenVertical","hard",115,"5",1
1.226,1,"greenVertical","easy",116,"5",1
1.161,1,"greenVertical","easy",117,"5",1
0.91,1,"greenVertical","mid",118,"5",0
1.391,1,"greenVertical","hard",119,"5",0
1.482,1,"greenVertical","hard",120,"5",1
1.234,1,"greenVertical","mid",121,"5",0
1.204,1,"greenVertical","easy",122,"5",1
1.201,1,"greenVertical","easy",123,"5",0
0.885,1,"greenVertical","mid",124,"5",1
2.045,1,"greenVertical","hard",125,"5",1
0.7,1,"greenVertical","hard",126,"5",1
1.079,1,"greenVertical","easy",127,"5",0
1.399,1,"greenVertical","mid",128,"5",1
1.21,1,"greenVertical","mid",129,"5",0
1.293,1,"greenVertical","easy",130,"5",0
1.425,1,"greenVertical","easy",131,"5",0
1.003,1,"greenVertical","mid",132,"5",0
1.787,1,"greenVertical","hard",133,"5",0
0.815,1,"greenVertical","easy",134,"5",0
0.702,1,"greenVertical","mid",135,"5",1
0.82,1,"greenVertical","mid",136,"5",1
0.945,1,"greenVertical","easy",137,"5",1
1.532,1,"greenVertical","hard",138,"5",0
1.334,1,"greenVertical","easy",139,"5",1
0.815,1,"greenVertical","easy",140,"5",0
1.353,1,"greenVertical","hard",141,"5",0
1.419,1,"greenVertical","hard",142,"5",0
0.764,1,"greenVertical","mid",143,"5",0
0.781,1,"greenVertical","easy",144,"5",1
1.336,1,"greenVertical","hard",145,"5",1
0.78,1,"greenVertical","mid",146,"5",0
0.657,1,"greenVertical","mid",147,"5",1
1.121,0,"greenVertical","hard",148,"5",1
1.123,1,"greenVertical","mid",149,"5",1
2.5736,0,"tex","hard",0,"2",0
2.022,1,"tex","mid",1,"2",0
2.078,1,"tex","easy",2,"2",0
2.2743,1,"tex","hard",3,"2",0
2.8441,0,"tex","easy",4,"2",0
3.1778,1,"tex","easy",5,"2",0
2.489,1,"tex","hard",6,"2",1
3.0316,0,"tex","hard",7,"2",1
2.0043,1,"tex","hard",8,"2",1
0.9716,0,"tex","hard",9,"2",0
1.0182,1,"tex","mid",10,"2",1
2.8201,1,"tex","mid",11,"2",0
2.5626,1,"tex","mid",12,"2",0
1.0113,1,"tex","mid",13,"2",1
2.8386,0,"tex","mid",14,"2",1
2.5582,1,"tex","mid",15,"2",1
3.1049,0,"tex","hard",16,"2",1
4.8529,1,"tex","hard",17,"2",0
2.3038,1,"tex","easy",18,"2",1
3.9512,1,"tex","hard",19,"2",0
2.5805,1,"tex","mid",20,"2",1
4.195,0,"tex","hard",21,"2",1
0.9592,1,"tex","easy",22,"2",1
0.8084,1,"tex","easy",23,"2",1
4.4961,0,"tex","hard",24,"2",1
1.3821,1,"tex","easy",25,"2",1
0.7574,1,"tex","mid",26,"2",1
0.9564,1,"tex","mid",27,"2",1
3.8924,1,"tex","mid",28,"2",0
4.3209,1,"tex","hard",29,"2",1
3.8018,1,"tex","easy",30,"2",0
0.7398,1,"tex","mid",31,"2",1
3.5993,0,"tex","hard",32,"2",1
1.2548,1,"tex","mid",33,"2",1
4.7883,1,"tex","hard",34,"2",0
1.0569,1,"tex","easy",35,"2",1
4.5257,1,"tex","hard",36,"2",0
1.0604,1,"tex","mid",37,"2",1
3.4775,1,"tex","mid",38,"2",0
3.8924,1,"tex","easy",39,"2",0
4.0118,0,"tex","hard",40,"2",1
4.7693,1,"tex","hard",41,"2",0
4.4009,1,"tex","mid",42,"2",1
1.1399,1,"tex","easy",43,"2",1
0.9473,1,"tex","easy",44,"2",1
0.8643,1,"tex","easy",45,"2",1
5.1111,1,"tex","hard",46,"2",1
1.1395,1,"tex","easy",47,"2",1
4.7127,1,"tex","mid",48,"2",0
6.2051,1,"tex","mid",49,"2",0
3.1151,1,"tex","mid",50,"2",1
1.8591,1,"tex","hard",51,"2",1
5.631,0,"tex","hard",52,"2",1
2.7603,0,"tex","hard",53,"2",0
0.7627,1,"tex","mid",54,"2",1
3.8693,1,"tex","hard",55,"2",0
5.5549,1,"tex","hard",56,"2",1
1.8202,1,"tex","easy",57,"2",1
2.1881,1,"tex","easy",58,"2",0
5.2537,1,"tex","hard",59,"2",0
9.7632,0,"tex","hard",60,"2",1
2.8343,1,"tex","easy",61,"2",0
4.7463,1,"tex","hard",62,"2",1
6.115,1,"tex","hard",63,"2",0
5.3149,0,"tex","mid",64,"2",1
4.6942,1,"tex","mid",65,"2",0
0.7328,1,"tex","easy",66,"2",1
3.0408,1,"tex","easy",67,"2",0
2.8815,1,"tex","easy",68,"2",0
3.2354,1,"tex","easy",69,"2",0
2.8651,1,"tex","easy",70,"2",0
2.85,1,"tex","easy",71,"2",0
6.1385,1,"tex","hard",72,"2",1
2.542,1,"tex","easy",73,"2",0
0.8186,1,"tex","easy",74,"2",1
5.1576,1,"tex","mid",75,"2",0
4.948,1,"tex","mid",76,"2",0
5.6484,1,"tex","mid",77,"2",0
5.0334,1,"tex","mid",78,"2",0
2.7723,1,"tex","easy",79,"2",0
4.6164,1,"tex","mid",80,"2",0
6.8695,1,"tex","hard",81,"2",0
0.9165,1,"tex","mid",82,"2",1
1.0621,1,"tex","easy",83,"2",1
3.932,1,"tex","hard",84,"2",0
4.3479,0,"tex","hard",85,"2",1
3.4259,1,"tex","hard",86,"2",0
1.6014,1,"tex","mid",87,"2",1
1.1031,1,"tex","easy",88,"2",1
0.7779,1,"tex","easy",89,"2",1
3.0716,1,"tex","easy",90,"2",0
3.2708,0,"tex","mid",91,"2",0
3.8385,1,"tex","mid",92,"2",0
0.8536,1,"tex","easy",93,"2",1
2.2825,1,"tex","easy",94,"2",0
3.3501,1,"tex","hard",95,"2",0
0.7635,1,"tex","easy",96,"2",1
2.6267,1,"tex","easy",97,"2",0
0.8752,1,"tex","mid",98,"2",1
4.3255,1,"tex","hard",99,"2",0
3.02,1,"tex","mid",100,"2",0
0.9319,0,"tex","mid",101,"2",0
3.2715,1,"tex","easy",102,"2",0
0.8881,1,"tex","mid",103,"2",1
4.7826,1,"tex","hard",104,"2",1
1.765,1,"tex","easy",105,"2",0
1.8391,1,"tex","easy",106,"2",0
1.2194,1,"tex","easy",107,"2",0
3.2972,0,"tex","hard",108,"2",1
6.1321,1,"tex","hard",109,"2",0
1.3837,1,"tex","mid",110,"2",1
4.1279,0,"tex","hard",111,"2",1
0.9382,1,"tex","easy",112,"2",1
3.5898,0,"tex","hard",113,"2",1
0.7725,0,"tex","mid",114,"2",0
1.425,1,"tex","mid",115,"2",1
4.5876,1,"tex","mid",116,"2",1
4.8015,1,"tex","mid",117,"2",0
4.1905,1,"tex","mid",118,"2",0
1.0254,1,"tex","easy",119,"2",1
7.2758,1,"tex","mid",120,"2",0
2.5137,1,"tex","hard",121,"2",0
0.7219,1,"tex","easy",122,"2",1
2.2963,1,"tex","mid",123,"2",0
0.8735,1,"tex","easy",124,"2",1
1.814,1,"tex","easy",125,"2",1
5.4645,1,"tex","hard",126,"2",0
2.853,1,"tex","easy",127,"2",0
3.1128,1,"tex","hard",128,"2",0
1.2682,1,"tex","mid",129,"2",1
2.6204,0,"tex","hard",130,"2",1
1.1229,1,"tex","mid",131,"2",1
3.0654,1,"tex","hard",132,"2",0
3.007,1,"tex","hard",133,"2",1
2.0189,1,"tex","hard",134,"2",0
3.5897,1,"tex","hard",135,"2",0
0.8762,1,"tex","easy",136,"2",1
1.272,1,"tex","hard",137,"2",1
3.1433,1,"tex","mid",138,"2",0
1.797,1,"tex","easy",139,"2",0
2.885,1,"tex","mid",140,"2",0
0.8204,1,"tex","easy",141,"2",1
0.8278,1,"tex","easy",142,"2",1
1.6725,1,"tex","mid",143,"2",1
3.4113,1,"tex","hard",144,"2",0
3.263,0,"tex","hard",145,"2",1
1.2577,1,"tex","easy",146,"2",0
2.4581,1,"tex","easy",147,"2",0
1.97,1,"tex","mid",148,"2",1
3.0512,1,"tex","mid",149,"2",0
1.0594,1,"greenVertical","easy",0,"2",1
1.4419,0,"greenVertical","hard",1,"2",1
1.2046,1,"greenVertical","hard",2,"2",1
0.9775,1,"greenVertical","easy",3,"2",0
0.8263,1,"greenVertical","mid",4,"2",1
2.604,1,"greenVertical","hard",5,"2",0
0.9287,1,"greenVertical","easy",6,"2",0
0.9907,1,"greenVertical","mid",7,"2",0
2.242,1,"greenVertical","hard",8,"2",0
2.0797,1,"greenVertical","hard",9,"2",0
1.0536,1,"greenVertical","mid",10,"2",0
1.4333,1,"greenVertical","hard",11,"2",1
0.8342,1,"greenVertical","easy",12,"2",1
1.3514,1,"greenVertical","mid",13,"2",0
0.9891,1,"greenVertical","mid",14,"2",0
1.2763,1,"greenVertical","hard",15,"2",1
0.8343,1,"greenVertical","mid",16,"2",1
0.8984,1,"greenVertical","mid",17,"2",1
1.2772,1,"greenVertical","hard",18,"2",1
0.6927,1,"greenVertical","easy",19,"2",1
1.2781,1,"greenVertical","hard",20,"2",1
0.9061,1,"greenVertical","mid",21,"2",0
0.6944,1,"greenVertical","easy",22,"2",1
0.9065,1,"greenVertical","hard",23,"2",1
1.2807,1,"greenVertical","mid",24,"2",0
1.9498,1,"greenVertical","hard",25,"2",0
0.7553,1,"greenVertical","mid",26,"2",1
2.2419,1,"greenVertical","hard",27,"2",0
1.8731,1,"greenVertical","hard",28,"2",0
0.8305,1,"greenVertical","easy",29,"2",0
0.7622,1,"greenVertical","easy",30,"2",0
0.68,1,"greenVertical","easy",31,"2",0
0.7542,1,"greenVertical","mid",32,"2",1
0.8342,1,"greenVertical","easy",33,"2",1
2.3311,1,"greenVertical","hard",34,"2",0
0.7706,1,"greenVertical","easy",35,"2",0
1.0527,1,"greenVertical","hard",36,"2",1
1.0581,0,"greenVertical","mid",37,"2",0
1.0537,1,"greenVertical","easy",38,"2",0
1.5106,1,"greenVertical","hard",39,"2",1
0.6938,1,"greenVertical","mid",40,"2",1
0.764,1,"greenVertical","easy",41,"2",1
1.1425,1,"greenVertical","hard",42,"2",1
0.6959,1,"greenVertical","easy",43,"2",0
0.9199,1,"greenVertical","mid",44,"2",0
0.6927,1,"greenVertical","easy",45,"2",1
1.0009,1,"greenVertical","mid",46,"2",1
0.6089,1,"greenVertical","mid",47,"2",1
0.6855,1,"greenVertical","mid",48,"2",1
0.9935,1,"greenVertical","mid",49,"2",0
0.7637,1,"greenVertical","mid",50,"2",1
0.8414,1,"greenVertical","mid",51,"2",0
0.9155,1,"greenVertical","mid",52,"2",1
0.8446,1,"greenVertical","easy",53,"2",0
1.294,1,"greenVertical","hard",54,"2",1
0.8428,1,"greenVertical","easy",55,"2",0
0.7623,1,"greenVertical","mid",56,"2",1
0.9303,1,"greenVertical","easy",57,"2",0
